Meldungen	Saison	Erkrankung	Altersgruppe	Region	Kalenderwoche	Inzidenz
2111	2018/19	ARE	00+	Mitte (West)	2019-W02	4760
1094	2018/19	ARE	00+	Norden (West)	2019-W02	4251
1149	2018/19	ARE	00+	Osten	2019-W02	7127
4644	2018/19	ARE	15+	Bundesweit	2019-W02	4804
5796	2018/19	ARE	00+	Bundesweit	2019-W02	5301
1152	2018/19	ARE	0-14	Bundesweit	2019-W02	8443
199	2018/19	ILI	0-4	Bundesweit	2019-W02	6563
953	2018/19	ILI	5-14	Bundesweit	2019-W02	1975
825	2018/19	ILI	15-34	Bundesweit	2019-W02	1303
2637	2018/19	ILI	35-59	Bundesweit	2019-W02	867
1182	2018/19	ILI	60+	Bundesweit	2019-W02	479
1442	2018/19	ILI	00+	Sueden	2019-W02	1523
2111	2018/19	ILI	00+	Mitte (West)	2019-W02	757
1094	2018/19	ILI	00+	Norden (West)	2019-W02	895
1149	2018/19	ILI	00+	Osten	2019-W02	2022
4644	2018/19	ILI	15+	Bundesweit	2019-W02	857
5796	2018/19	ILI	00+	Bundesweit	2019-W02	1224
1152	2018/19	ILI	0-14	Bundesweit	2019-W02	3543
200	2018/19	ARE	0-4	Bundesweit	2019-W03	18466
976	2018/19	ARE	5-14	Bundesweit	2019-W03	7818
833	2018/19	ARE	15-34	Bundesweit	2019-W03	6552
2669	2018/19	ARE	35-59	Bundesweit	2019-W03	6796
1178	2018/19	ARE	60+	Bundesweit	2019-W03	4836
1446	2018/19	ARE	00+	Sueden	2019-W03	7495
2151	2018/19	ARE	00+	Mitte (West)	2019-W03	7073
1105	2018/19	ARE	00+	Norden (West)	2019-W03	5294
1154	2018/19	ARE	00+	Osten	2019-W03	6971
4680	2018/19	ARE	15+	Bundesweit	2019-W03	6090
5856	2018/19	ARE	00+	Bundesweit	2019-W03	6823
1176	2018/19	ARE	0-14	Bundesweit	2019-W03	11473
200	2018/19	ILI	0-4	Bundesweit	2019-W03	10714
976	2018/19	ILI	5-14	Bundesweit	2019-W03	1810
833	2018/19	ILI	15-34	Bundesweit	2019-W03	1255
2669	2018/19	ILI	35-59	Bundesweit	2019-W03	1466
1178	2018/19	ILI	60+	Bundesweit	2019-W03	388
1446	2018/19	ILI	00+	Sueden	2019-W03	1925
2151	2018/19	ILI	00+	Mitte (West)	2019-W03	1475
1105	2018/19	ILI	00+	Norden (West)	2019-W03	1234
1154	2018/19	ILI	00+	Osten	2019-W03	1651
4680	2018/19	ILI	15+	Bundesweit	2019-W03	1057
5856	2018/19	ILI	00+	Bundesweit	2019-W03	1575
1176	2018/19	ILI	0-14	Bundesweit	2019-W03	4866
191	2018/19	ARE	0-4	Bundesweit	2019-W04	23758
984	2018/19	ARE	5-14	Bundesweit	2019-W04	10903
824	2018/19	ARE	15-34	Bundesweit	2019-W04	6282
2681	2018/19	ARE	35-59	Bundesweit	2019-W04	7132
1164	2018/19	ARE	60+	Bundesweit	2019-W04	3749
1459	2018/19	ARE	00+	Sueden	2019-W04	8085
2138	2018/19	ARE	00+	Mitte (West)	2019-W04	6335
1105	2018/19	ARE	00+	Norden (West)	2019-W04	7239
1142	2018/19	ARE	00+	Osten	2019-W04	7033
4669	2018/19	ARE	15+	Bundesweit	2019-W04	5794
5844	2018/19	ARE	00+	Bundesweit	2019-W04	7080
1175	2018/19	ARE	0-14	Bundesweit	2019-W04	15295
191	2018/19	ILI	0-4	Bundesweit	2019-W04	15048
984	2018/19	ILI	5-14	Bundesweit	2019-W04	3579
824	2018/19	ILI	15-34	Bundesweit	2019-W04	1617
2681	2018/19	ILI	35-59	Bundesweit	2019-W04	1736
1164	2018/19	ILI	60+	Bundesweit	2019-W04	784
1459	2018/19	ILI	00+	Sueden	2019-W04	2652
2138	2018/19	ILI	00+	Mitte (West)	2019-W04	1985
1105	2018/19	ILI	00+	Norden (West)	2019-W04	2396
1142	2018/19	ILI	00+	Osten	2019-W04	1930
4669	2018/19	ILI	15+	Bundesweit	2019-W04	1392
5844	2018/19	ILI	00+	Bundesweit	2019-W04	2218
1175	2018/19	ILI	0-14	Bundesweit	2019-W04	7497
194	2018/19	ARE	0-4	Bundesweit	2019-W05	27933
980	2018/19	ARE	5-14	Bundesweit	2019-W05	13302
825	2018/19	ARE	15-34	Bundesweit	2019-W05	8195
2656	2018/19	ARE	35-59	Bundesweit	2019-W05	7267
1173	2018/19	ARE	60+	Bundesweit	2019-W05	6229
1464	2018/19	ARE	00+	Sueden	2019-W05	9103
2136	2018/19	ARE	00+	Mitte (West)	2019-W05	7670
1099	2018/19	ARE	00+	Norden (West)	2019-W05	8326
1129	2018/19	ARE	00+	Osten	2019-W05	10243
4654	2018/19	ARE	15+	Bundesweit	2019-W05	7177
5828	2018/19	ARE	00+	Bundesweit	2019-W05	8652
1174	2018/19	ARE	0-14	Bundesweit	2019-W05	18193
194	2018/19	ILI	0-4	Bundesweit	2019-W05	10773
980	2018/19	ILI	5-14	Bundesweit	2019-W05	4674
825	2018/19	ILI	15-34	Bundesweit	2019-W05	1630
2656	2018/19	ILI	35-59	Bundesweit	2019-W05	1616
1173	2018/19	ILI	60+	Bundesweit	2019-W05	1872
1464	2018/19	ILI	00+	Sueden	2019-W05	2583
2136	2018/19	ILI	00+	Mitte (West)	2019-W05	2255
1099	2018/19	ILI	00+	Norden (West)	2019-W05	1408
1129	2018/19	ILI	00+	Osten	2019-W05	3268
4654	2018/19	ILI	15+	Bundesweit	2019-W05	1704
5828	2018/19	ILI	00+	Bundesweit	2019-W05	2375
1174	2018/19	ILI	0-14	Bundesweit	2019-W05	6713
198	2018/19	ARE	0-4	Bundesweit	2019-W06	18277
992	2018/19	ARE	5-14	Bundesweit	2019-W06	10362
828	2018/19	ARE	15-34	Bundesweit	2019-W06	7990
2663	2018/19	ARE	35-59	Bundesweit	2019-W06	6911
1165	2018/19	ARE	60+	Bundesweit	2019-W06	4829
1476	2018/19	ARE	00+	Sueden	2019-W06	7123
2119	2018/19	ARE	00+	Mitte (West)	2019-W06	8552
1110	2018/19	ARE	00+	Norden (West)	2019-W06	6976
1141	2018/19	ARE	00+	Osten	2019-W06	5916
4656	2018/19	ARE	15+	Bundesweit	2019-W06	6521
5846	2018/19	ARE	00+	Bundesweit	2019-W06	7383
1190	2018/19	ARE	0-14	Bundesweit	2019-W06	12994
198	2018/19	ILI	0-4	Bundesweit	2019-W06	12975
992	2018/19	ILI	5-14	Bundesweit	2019-W06	3734
828	2018/19	ILI	15-34	Bundesweit	2019-W06	2943
2663	2018/19	ILI	35-59	Bundesweit	2019-W06	1680
1165	2018/19	ILI	60+	Bundesweit	2019-W06	1535
1476	2018/19	ILI	00+	Sueden	2019-W06	2534
2119	2018/19	ILI	00+	Mitte (West)	2019-W06	2944
1110	2018/19	ILI	00+	Norden (West)	2019-W06	2363
1141	2018/19	ILI	00+	Osten	2019-W06	2360
4656	2018/19	ILI	15+	Bundesweit	2019-W06	1974
5846	2018/19	ILI	00+	Bundesweit	2019-W06	2617
1190	2018/19	ILI	0-14	Bundesweit	2019-W06	6807
202	2018/19	ARE	0-4	Bundesweit	2019-W07	20256
998	2018/19	ARE	5-14	Bundesweit	2019-W07	10387
826	2018/19	ARE	15-34	Bundesweit	2019-W07	8954
2679	2018/19	ARE	35-59	Bundesweit	2019-W07	7239
1176	2018/19	ARE	60+	Bundesweit	2019-W07	4036
1490	2018/19	ARE	00+	Sueden	2019-W07	8732
2126	2018/19	ARE	00+	Mitte (West)	2019-W07	6928
1100	2018/19	ARE	00+	Norden (West)	2019-W07	8752
1165	2018/19	ARE	00+	Osten	2019-W07	6354
4681	2018/19	ARE	15+	Bundesweit	2019-W07	6655
5881	2018/19	ARE	00+	Bundesweit	2019-W07	7611
1200	2018/19	ARE	0-14	Bundesweit	2019-W07	13718
202	2018/19	ILI	0-4	Bundesweit	2019-W07	10481
998	2018/19	ILI	5-14	Bundesweit	2019-W07	4133
826	2018/19	ILI	15-34	Bundesweit	2019-W07	2703
2679	2018/19	ILI	35-59	Bundesweit	2019-W07	1787
1176	2018/19	ILI	60+	Bundesweit	2019-W07	1509
1490	2018/19	ILI	00+	Sueden	2019-W07	2968
2126	2018/19	ILI	00+	Mitte (West)	2019-W07	2344
1100	2018/19	ILI	00+	Norden (West)	2019-W07	2558
1165	2018/19	ILI	00+	Osten	2019-W07	2285
4681	2018/19	ILI	15+	Bundesweit	2019-W07	1944
5881	2018/19	ILI	00+	Bundesweit	2019-W07	2530
1200	2018/19	ILI	0-14	Bundesweit	2019-W07	6276
203	2018/19	ARE	0-4	Bundesweit	2019-W08	10602
973	2018/19	ARE	5-14	Bundesweit	2019-W08	9125
804	2018/19	ARE	15-34	Bundesweit	2019-W08	7613
2614	2018/19	ARE	35-59	Bundesweit	2019-W08	5945
1157	2018/19	ARE	60+	Bundesweit	2019-W08	5886
1422	2018/19	ARE	00+	Sueden	2019-W08	7037
2110	2018/19	ARE	00+	Mitte (West)	2019-W08	6626
1071	2018/19	ARE	00+	Norden (West)	2019-W08	6773
1148	2018/19	ARE	00+	Osten	2019-W08	6927
4575	2018/19	ARE	15+	Bundesweit	2019-W08	6375
5751	2018/19	ARE	00+	Bundesweit	2019-W08	6815
1176	2018/19	ARE	0-14	Bundesweit	2019-W08	9627
203	2018/19	ILI	0-4	Bundesweit	2019-W08	4263
973	2018/19	ILI	5-14	Bundesweit	2019-W08	4263
804	2018/19	ILI	15-34	Bundesweit	2019-W08	2231
2614	2018/19	ILI	35-59	Bundesweit	2019-W08	1783
1157	2018/19	ILI	60+	Bundesweit	2019-W08	1403
1422	2018/19	ILI	00+	Sueden	2019-W08	1834
2110	2018/19	ILI	00+	Mitte (West)	2019-W08	2189
1071	2018/19	ILI	00+	Norden (West)	2019-W08	2562
1148	2018/19	ILI	00+	Osten	2019-W08	1908
4575	2018/19	ILI	15+	Bundesweit	2019-W08	1779
5751	2018/19	ILI	00+	Bundesweit	2019-W08	2115
1176	2018/19	ILI	0-14	Bundesweit	2019-W08	4263
203	2018/19	ARE	0-4	Bundesweit	2019-W09	16723
955	2018/19	ARE	5-14	Bundesweit	2019-W09	8419
816	2018/19	ARE	15-34	Bundesweit	2019-W09	5954
2626	2018/19	ARE	35-59	Bundesweit	2019-W09	6699
1179	2018/19	ARE	60+	Bundesweit	2019-W09	5233
1434	2018/19	ARE	00+	Sueden	2019-W09	6272
2110	2018/19	ARE	00+	Mitte (West)	2019-W09	6409
1091	2018/19	ARE	00+	Norden (West)	2019-W09	8282
1144	2018/19	ARE	00+	Osten	2019-W09	6419
4621	2018/19	ARE	15+	Bundesweit	2019-W09	6019
5779	2018/19	ARE	00+	Bundesweit	2019-W09	6732
1158	2018/19	ARE	0-14	Bundesweit	2019-W09	11245
203	2018/19	ILI	0-4	Bundesweit	2019-W09	6523
955	2018/19	ILI	5-14	Bundesweit	2019-W09	2184
816	2018/19	ILI	15-34	Bundesweit	2019-W09	2210
2626	2018/19	ILI	35-59	Bundesweit	2019-W09	1928
1179	2018/19	ILI	60+	Bundesweit	2019-W09	1602
1434	2018/19	ILI	00+	Sueden	2019-W09	2737
2110	2018/19	ILI	00+	Mitte (West)	2019-W09	1986
1091	2018/19	ILI	00+	Norden (West)	2019-W09	2404
1144	2018/19	ILI	00+	Osten	2019-W09	1406
4621	2018/19	ILI	15+	Bundesweit	2019-W09	1898
5779	2018/19	ILI	00+	Bundesweit	2019-W09	2138
1158	2018/19	ILI	0-14	Bundesweit	2019-W09	3661
202	2018/19	ARE	0-4	Bundesweit	2019-W10	11620
950	2018/19	ARE	5-14	Bundesweit	2019-W10	8075
831	2018/19	ARE	15-34	Bundesweit	2019-W10	6528
2625	2018/19	ARE	35-59	Bundesweit	2019-W10	6270
1169	2018/19	ARE	60+	Bundesweit	2019-W10	4992
1417	2018/19	ARE	00+	Sueden	2019-W10	7006
2117	2018/19	ARE	00+	Mitte (West)	2019-W10	5913
1083	2018/19	ARE	00+	Norden (West)	2019-W10	6679
1160	2018/19	ARE	00+	Osten	2019-W10	6201
4625	2018/19	ARE	15+	Bundesweit	2019-W10	5923
5777	2018/19	ARE	00+	Bundesweit	2019-W10	6383
1152	2018/19	ARE	0-14	Bundesweit	2019-W10	9293
202	2018/19	ILI	0-4	Bundesweit	2019-W10	6166
950	2018/19	ILI	5-14	Bundesweit	2019-W10	2788
831	2018/19	ILI	15-34	Bundesweit	2019-W10	2124
2625	2018/19	ILI	35-59	Bundesweit	2019-W10	1645
1169	2018/19	ILI	60+	Bundesweit	2019-W10	1102
1417	2018/19	ILI	00+	Sueden	2019-W10	2164
2117	2018/19	ILI	00+	Mitte (West)	2019-W10	1790
1083	2018/19	ILI	00+	Norden (West)	2019-W10	1673
1160	2018/19	ILI	00+	Osten	2019-W10	2080
4625	2018/19	ILI	15+	Bundesweit	2019-W10	1597
5777	2018/19	ILI	00+	Bundesweit	2019-W10	1918
1152	2018/19	ILI	0-14	Bundesweit	2019-W10	3948
201	2018/19	ARE	0-4	Bundesweit	2019-W11	17892
958	2018/19	ARE	5-14	Bundesweit	2019-W11	8974
824	2018/19	ARE	15-34	Bundesweit	2019-W11	6132
2629	2018/19	ARE	35-59	Bundesweit	2019-W11	5306
1151	2018/19	ARE	60+	Bundesweit	2019-W11	4048
1433	2018/19	ARE	00+	Sueden	2019-W11	6462
2101	2018/19	ARE	00+	Mitte (West)	2019-W11	5909
1086	2018/19	ARE	00+	Norden (West)	2019-W11	6538
1143	2018/19	ARE	00+	Osten	2019-W11	5360
4604	2018/19	ARE	15+	Bundesweit	2019-W11	5117
5763	2018/19	ARE	00+	Bundesweit	2019-W11	6056
1159	2018/19	ARE	0-14	Bundesweit	2019-W11	12015
201	2018/19	ILI	0-4	Bundesweit	2019-W11	5901
958	2018/19	ILI	5-14	Bundesweit	2019-W11	2854
824	2018/19	ILI	15-34	Bundesweit	2019-W11	2687
2629	2018/19	ILI	35-59	Bundesweit	2019-W11	1243
1151	2018/19	ILI	60+	Bundesweit	2019-W11	1252
1433	2018/19	ILI	00+	Sueden	2019-W11	2491
2101	2018/19	ILI	00+	Mitte (West)	2019-W11	1920
1086	2018/19	ILI	00+	Norden (West)	2019-W11	2037
1143	2018/19	ILI	00+	Osten	2019-W11	1201
4604	2018/19	ILI	15+	Bundesweit	2019-W11	1634
5763	2018/19	ILI	00+	Bundesweit	2019-W11	1941
1159	2018/19	ILI	0-14	Bundesweit	2019-W11	3893
204	2018/19	ARE	0-4	Bundesweit	2019-W12	16621
942	2018/19	ARE	5-14	Bundesweit	2019-W12	8134
821	2018/19	ARE	15-34	Bundesweit	2019-W12	7046
2608	2018/19	ARE	35-59	Bundesweit	2019-W12	4963
1174	2018/19	ARE	60+	Bundesweit	2019-W12	2726
1432	2018/19	ARE	00+	Sueden	2019-W12	5986
2101	2018/19	ARE	00+	Mitte (West)	2019-W12	5500
1083	2018/19	ARE	00+	Norden (West)	2019-W12	4902
1133	2018/19	ARE	00+	Osten	2019-W12	6112
4603	2018/19	ARE	15+	Bundesweit	2019-W12	4796
5749	2018/19	ARE	00+	Bundesweit	2019-W12	5630
1146	2018/19	ARE	0-14	Bundesweit	2019-W12	11018
204	2018/19	ILI	0-4	Bundesweit	2019-W12	6329
942	2018/19	ILI	5-14	Bundesweit	2019-W12	2135
821	2018/19	ILI	15-34	Bundesweit	2019-W12	1813
2608	2018/19	ILI	35-59	Bundesweit	2019-W12	994
1174	2018/19	ILI	60+	Bundesweit	2019-W12	721
1432	2018/19	ILI	00+	Sueden	2019-W12	1710
2101	2018/19	ILI	00+	Mitte (West)	2019-W12	1569
1083	2018/19	ILI	00+	Norden (West)	2019-W12	1241
1133	2018/19	ILI	00+	Osten	2019-W12	1112
4603	2018/19	ILI	15+	Bundesweit	2019-W12	1126
5749	2018/19	ILI	00+	Bundesweit	2019-W12	1453
1146	2018/19	ILI	0-14	Bundesweit	2019-W12	3560
203	2018/19	ARE	0-4	Bundesweit	2019-W13	11755
909	2018/19	ARE	5-14	Bundesweit	2019-W13	7450
795	2018/19	ARE	15-34	Bundesweit	2019-W13	5287
2557	2018/19	ARE	35-59	Bundesweit	2019-W13	5103
1151	2018/19	ARE	60+	Bundesweit	2019-W13	3346
1380	2018/19	ARE	00+	Sueden	2019-W13	4682
2053	2018/19	ARE	00+	Mitte (West)	2019-W13	5450
1074	2018/19	ARE	00+	Norden (West)	2019-W13	3718
1108	2018/19	ARE	00+	Osten	2019-W13	6621
4503	2018/19	ARE	15+	Bundesweit	2019-W13	4578
5615	2018/19	ARE	00+	Bundesweit	2019-W13	5161
1112	2018/19	ARE	0-14	Bundesweit	2019-W13	8905
203	2018/19	ILI	0-4	Bundesweit	2019-W13	6399
909	2018/19	ILI	5-14	Bundesweit	2019-W13	1962
795	2018/19	ILI	15-34	Bundesweit	2019-W13	804
2557	2018/19	ILI	35-59	Bundesweit	2019-W13	1307
1151	2018/19	ILI	60+	Bundesweit	2019-W13	674
1380	2018/19	ILI	00+	Sueden	2019-W13	1348
2053	2018/19	ILI	00+	Mitte (West)	2019-W13	1441
1074	2018/19	ILI	00+	Norden (West)	2019-W13	1506
1108	2018/19	ILI	00+	Osten	2019-W13	785
4503	2018/19	ILI	15+	Bundesweit	2019-W13	964
5615	2018/19	ILI	00+	Bundesweit	2019-W13	1301
1112	2018/19	ILI	0-14	Bundesweit	2019-W13	3461
203	2018/19	ARE	0-4	Bundesweit	2019-W14	12712
914	2018/19	ARE	5-14	Bundesweit	2019-W14	9835
791	2018/19	ARE	15-34	Bundesweit	2019-W14	5130
2541	2018/19	ARE	35-59	Bundesweit	2019-W14	4989
1151	2018/19	ARE	60+	Bundesweit	2019-W14	2205
1377	2018/19	ARE	00+	Sueden	2019-W14	5346
2072	2018/19	ARE	00+	Mitte (West)	2019-W14	4939
1068	2018/19	ARE	00+	Norden (West)	2019-W14	5208
1083	2018/19	ARE	00+	Osten	2019-W14	4560
4483	2018/19	ARE	15+	Bundesweit	2019-W14	4115
5600	2018/19	ARE	00+	Bundesweit	2019-W14	5017
1117	2018/19	ARE	0-14	Bundesweit	2019-W14	10809
203	2018/19	ILI	0-4	Bundesweit	2019-W14	3291
914	2018/19	ILI	5-14	Bundesweit	2019-W14	2716
791	2018/19	ILI	15-34	Bundesweit	2019-W14	1365
2541	2018/19	ILI	35-59	Bundesweit	2019-W14	907
1151	2018/19	ILI	60+	Bundesweit	2019-W14	594
1377	2018/19	ILI	00+	Sueden	2019-W14	1738
2072	2018/19	ILI	00+	Mitte (West)	2019-W14	1035
1068	2018/19	ILI	00+	Norden (West)	2019-W14	1037
1083	2018/19	ILI	00+	Osten	2019-W14	964
4483	2018/19	ILI	15+	Bundesweit	2019-W14	927
5600	2018/19	ILI	00+	Bundesweit	2019-W14	1195
1117	2018/19	ILI	0-14	Bundesweit	2019-W14	2911
198	2018/19	ARE	0-4	Bundesweit	2019-W15	13304
887	2018/19	ARE	5-14	Bundesweit	2019-W15	6770
799	2018/19	ARE	15-34	Bundesweit	2019-W15	6141
2522	2018/19	ARE	35-59	Bundesweit	2019-W15	5256
1155	2018/19	ARE	60+	Bundesweit	2019-W15	2071
1371	2018/19	ARE	00+	Sueden	2019-W15	5610
2054	2018/19	ARE	00+	Mitte (West)	2019-W15	4642
1055	2018/19	ARE	00+	Norden (West)	2019-W15	4612
1081	2018/19	ARE	00+	Osten	2019-W15	5640
4476	2018/19	ARE	15+	Bundesweit	2019-W15	4451
5561	2018/19	ARE	00+	Bundesweit	2019-W15	5068
1085	2018/19	ARE	0-14	Bundesweit	2019-W15	9006
198	2018/19	ILI	0-4	Bundesweit	2019-W15	5723
887	2018/19	ILI	5-14	Bundesweit	2019-W15	1988
799	2018/19	ILI	15-34	Bundesweit	2019-W15	1346
2522	2018/19	ILI	35-59	Bundesweit	2019-W15	1259
1155	2018/19	ILI	60+	Bundesweit	2019-W15	373
1371	2018/19	ILI	00+	Sueden	2019-W15	1639
2054	2018/19	ILI	00+	Mitte (West)	2019-W15	1460
1055	2018/19	ILI	00+	Norden (West)	2019-W15	980
1081	2018/19	ILI	00+	Osten	2019-W15	876
4476	2018/19	ILI	15+	Bundesweit	2019-W15	992
5561	2018/19	ILI	00+	Bundesweit	2019-W15	1300
1085	2018/19	ILI	0-14	Bundesweit	2019-W15	3266
201	2018/19	ARE	0-4	Bundesweit	2019-W16	9659
873	2018/19	ARE	5-14	Bundesweit	2019-W16	4310
794	2018/19	ARE	15-34	Bundesweit	2019-W16	5075
2504	2018/19	ARE	35-59	Bundesweit	2019-W16	4212
1148	2018/19	ARE	60+	Bundesweit	2019-W16	3563
1371	2018/19	ARE	00+	Sueden	2019-W16	3712
2005	2018/19	ARE	00+	Mitte (West)	2019-W16	4903
1058	2018/19	ARE	00+	Norden (West)	2019-W16	4428
1086	2018/19	ARE	00+	Osten	2019-W16	4735
4446	2018/19	ARE	15+	Bundesweit	2019-W16	4232
5520	2018/19	ARE	00+	Bundesweit	2019-W16	4482
1074	2018/19	ARE	0-14	Bundesweit	2019-W16	6102
201	2018/19	ILI	0-4	Bundesweit	2019-W16	4803
873	2018/19	ILI	5-14	Bundesweit	2019-W16	1483
794	2018/19	ILI	15-34	Bundesweit	2019-W16	799
2504	2018/19	ILI	35-59	Bundesweit	2019-W16	1078
1148	2018/19	ILI	60+	Bundesweit	2019-W16	620
1371	2018/19	ILI	00+	Sueden	2019-W16	959
2005	2018/19	ILI	00+	Mitte (West)	2019-W16	1324
1058	2018/19	ILI	00+	Norden (West)	2019-W16	926
1086	2018/19	ILI	00+	Osten	2019-W16	967
4446	2018/19	ILI	15+	Bundesweit	2019-W16	853
5520	2018/19	ILI	00+	Bundesweit	2019-W16	1087
1074	2018/19	ILI	0-14	Bundesweit	2019-W16	2596
202	2018/19	ARE	0-4	Bundesweit	2019-W17	7001
889	2018/19	ARE	5-14	Bundesweit	2019-W17	2636
797	2018/19	ARE	15-34	Bundesweit	2019-W17	3766
2502	2018/19	ARE	35-59	Bundesweit	2019-W17	3091
1143	2018/19	ARE	60+	Bundesweit	2019-W17	2350
1380	2018/19	ARE	00+	Sueden	2019-W17	3572
2030	2018/19	ARE	00+	Mitte (West)	2019-W17	2396
1044	2018/19	ARE	00+	Norden (West)	2019-W17	3082
1079	2018/19	ARE	00+	Osten	2019-W17	4248
4442	2018/19	ARE	15+	Bundesweit	2019-W17	3030
5533	2018/19	ARE	00+	Bundesweit	2019-W17	3179
1091	2018/19	ARE	0-14	Bundesweit	2019-W17	4124
202	2018/19	ILI	0-4	Bundesweit	2019-W17	805
889	2018/19	ILI	5-14	Bundesweit	2019-W17	1085
797	2018/19	ILI	15-34	Bundesweit	2019-W17	1110
2502	2018/19	ILI	35-59	Bundesweit	2019-W17	678
1143	2018/19	ILI	60+	Bundesweit	2019-W17	167
1380	2018/19	ILI	00+	Sueden	2019-W17	680
2030	2018/19	ILI	00+	Mitte (West)	2019-W17	571
1044	2018/19	ILI	00+	Norden (West)	2019-W17	520
1079	2018/19	ILI	00+	Osten	2019-W17	1023
4442	2018/19	ILI	15+	Bundesweit	2019-W17	627
5533	2018/19	ILI	00+	Bundesweit	2019-W17	676
1091	2018/19	ILI	0-14	Bundesweit	2019-W17	989
200	2018/19	ARE	0-4	Bundesweit	2019-W18	9063
902	2018/19	ARE	5-14	Bundesweit	2019-W18	3508
799	2018/19	ARE	15-34	Bundesweit	2019-W18	3985
2522	2018/19	ARE	35-59	Bundesweit	2019-W18	3873
1142	2018/19	ARE	60+	Bundesweit	2019-W18	2132
1378	2018/19	ARE	00+	Sueden	2019-W18	4045
2039	2018/19	ARE	00+	Mitte (West)	2019-W18	3672
1056	2018/19	ARE	00+	Norden (West)	2019-W18	3665
1092	2018/19	ARE	00+	Osten	2019-W18	2940
4463	2018/19	ARE	15+	Bundesweit	2019-W18	3334
5565	2018/19	ARE	00+	Bundesweit	2019-W18	3620
1102	2018/19	ARE	0-14	Bundesweit	2019-W18	5428
200	2018/19	ILI	0-4	Bundesweit	2019-W18	3373
902	2018/19	ILI	5-14	Bundesweit	2019-W18	1065
799	2018/19	ILI	15-34	Bundesweit	2019-W18	734
2522	2018/19	ILI	35-59	Bundesweit	2019-W18	1092
1142	2018/19	ILI	60+	Bundesweit	2019-W18	70
1378	2018/19	ILI	00+	Sueden	2019-W18	932
2039	2018/19	ILI	00+	Mitte (West)	2019-W18	665
1056	2018/19	ILI	00+	Norden (West)	2019-W18	692
1092	2018/19	ILI	00+	Osten	2019-W18	1121
4463	2018/19	ILI	15+	Bundesweit	2019-W18	661
5565	2018/19	ILI	00+	Bundesweit	2019-W18	825
1102	2018/19	ILI	0-14	Bundesweit	2019-W18	1863
209	2018/19	ARE	0-4	Bundesweit	2019-W19	16310
903	2018/19	ARE	5-14	Bundesweit	2019-W19	6495
794	2018/19	ARE	15-34	Bundesweit	2019-W19	4600
2511	2018/19	ARE	35-59	Bundesweit	2019-W19	3163
1145	2018/19	ARE	60+	Bundesweit	2019-W19	2053
1368	2018/19	ARE	00+	Sueden	2019-W19	3942
2048	2018/19	ARE	00+	Mitte (West)	2019-W19	3807
1052	2018/19	ARE	00+	Norden (West)	2019-W19	4500
1094	2018/19	ARE	00+	Osten	2019-W19	4423
4450	2018/19	ARE	15+	Bundesweit	2019-W19	3185
5562	2018/19	ARE	00+	Bundesweit	2019-W19	4092
1112	2018/19	ARE	0-14	Bundesweit	2019-W19	9846
209	2018/19	ILI	0-4	Bundesweit	2019-W19	5308
903	2018/19	ILI	5-14	Bundesweit	2019-W19	2083
794	2018/19	ILI	15-34	Bundesweit	2019-W19	595
2511	2018/19	ILI	35-59	Bundesweit	2019-W19	374
1145	2018/19	ILI	60+	Bundesweit	2019-W19	233
1368	2018/19	ILI	00+	Sueden	2019-W19	313
2048	2018/19	ILI	00+	Mitte (West)	2019-W19	1110
1052	2018/19	ILI	00+	Norden (West)	2019-W19	615
1094	2018/19	ILI	00+	Osten	2019-W19	839
4450	2018/19	ILI	15+	Bundesweit	2019-W19	387
5562	2018/19	ILI	00+	Bundesweit	2019-W19	768
1112	2018/19	ILI	0-14	Bundesweit	2019-W19	3184
208	2018/19	ARE	0-4	Bundesweit	2019-W20	14019
879	2018/19	ARE	5-14	Bundesweit	2019-W20	6145
789	2018/19	ARE	15-34	Bundesweit	2019-W20	5529
2489	2018/19	ARE	35-59	Bundesweit	2019-W20	3695
1142	2018/19	ARE	60+	Bundesweit	2019-W20	2283
1359	2018/19	ARE	00+	Sueden	2019-W20	4271
2036	2018/19	ARE	00+	Mitte (West)	2019-W20	4346
1037	2018/19	ARE	00+	Norden (West)	2019-W20	4924
1075	2018/19	ARE	00+	Osten	2019-W20	4207
4420	2018/19	ARE	15+	Bundesweit	2019-W20	3726
5507	2018/19	ARE	00+	Bundesweit	2019-W20	4409
1087	2018/19	ARE	0-14	Bundesweit	2019-W20	8799
208	2018/19	ILI	0-4	Bundesweit	2019-W20	7303
879	2018/19	ILI	5-14	Bundesweit	2019-W20	843
789	2018/19	ILI	15-34	Bundesweit	2019-W20	1722
2489	2018/19	ILI	35-59	Bundesweit	2019-W20	803
1142	2018/19	ILI	60+	Bundesweit	2019-W20	81
1359	2018/19	ILI	00+	Sueden	2019-W20	1181
2036	2018/19	ILI	00+	Mitte (West)	2019-W20	833
1037	2018/19	ILI	00+	Norden (West)	2019-W20	1713
1075	2018/19	ILI	00+	Osten	2019-W20	968
4420	2018/19	ILI	15+	Bundesweit	2019-W20	814
5507	2018/19	ILI	00+	Bundesweit	2019-W20	1111
1087	2018/19	ILI	0-14	Bundesweit	2019-W20	3020
204	2018/19	ARE	0-4	Bundesweit	2019-W21	10394
872	2018/19	ARE	5-14	Bundesweit	2019-W21	5810
778	2018/19	ARE	15-34	Bundesweit	2019-W21	6176
2467	2018/19	ARE	35-59	Bundesweit	2019-W21	3235
